index,true_label,pred_label,margin,entropy,logit_c0,logit_c1,logit_c2,logit_c3,logit_c4,logit_c5,logit_c6,logit_c7,logit_c8,logit_c9,logit_c10,logit_c11,logit_c12,logit_c13,logit_c14,logit_c15
1281,11,11,0.31596428,1.3993163,-5.4758906,2.4680834,-4.353783,-2.9710202,-3.7852395,-0.79451746,-1.1412156,-2.650436,-4.5793858,-2.6157794,-2.106619,6.5961123,5.3605127,4.911791,5.584984,4.736834
1283,11,11,0.4665074,1.3572288,-5.4763675,4.482668,-3.815003,-2.6717377,-3.3417659,0.11317837,-1.06481,-2.9446442,-5.338687,-3.307396,-2.0983305,6.247533,4.594742,3.9463978,4.4889965,3.8871799
1285,11,11,0.35937065,1.3843305,-5.4642763,4.76886,-3.7230783,-2.6883926,-3.2942822,-0.041116327,-1.1242652,-3.00913,-5.1962314,-3.5069485,-2.318332,6.1984386,4.051282,4.235408,3.2935371,5.073383
1286,11,11,0.010871023,1.4235346,-5.450509,5.755319,-3.424544,-2.4438803,-3.200529,0.3223937,-1.0039921,-3.2980778,-5.421978,-3.9678597,-2.6353898,5.786371,3.723134,3.8907418,2.668255,5.1233816
1287,11,1,0.4299689,1.0383346,-5.456962,6.666133,-3.2378478,-2.2567973,-3.06536,0.74719286,-0.9552196,-3.4504693,-5.8851185,-4.227028,-2.6297295,5.5965376,3.897204,3.1282167,3.1298294,3.8531127
1289,12,11,0.13932718,1.5858186,-5.4342546,5.0874977,-3.7023962,-2.4360995,-3.5485692,-0.21156329,-0.7371226,-3.2612762,-5.146645,-3.9311876,-3.0470262,5.81274,4.486247,4.293851,3.567163,5.3402786
1290,12,14,0.009871155,1.5480855,-5.447068,2.9601834,-4.2677298,-2.4713933,-3.9259543,-0.7581969,-0.657894,-2.7797823,-4.631168,-3.1539192,-2.8023915,5.836794,5.688679,4.5122113,5.8712335,4.7169104
1291,12,14,0.0371373,1.5390682,-5.4247866,2.71023,-4.3241,-2.3390868,-4.1219797,-1.023629,-0.4816435,-2.7988749,-4.4095044,-3.2789335,-3.1760635,5.581964,5.9788175,4.629551,6.101535,5.0922213
1292,12,14,0.07443777,1.5231403,-5.4179316,1.5419484,-4.6751146,-2.5454443,-4.365056,-1.51257,-0.5259986,-2.5986319,-3.9420645,-2.9268575,-3.1652212,5.706135,6.3329744,5.2486906,6.5794773,5.8106804
1293,12,15,0.15665708,1.488755,-5.3850555,-0.908302,-5.3285294,-3.0796385,-4.8311825,-2.485417,-0.61486804,-2.1894176,-2.9129663,-2.0843232,-3.072532,6.00434,6.7545614,6.6170087,7.0397344,7.5698295
1297,12,15,0.34132206,1.2461137,-5.211396,-7.076804,-6.5938234,-4.0622225,-5.694478,-3.7472677,-0.4706546,-1.1856298,0.47831997,0.82870114,-3.1345115,6.842614,8.212945,7.7191315,6.970903,9.181681
1298,12,15,0.34388545,1.2217014,-5.1787777,-8.056022,-6.797876,-4.334574,-5.7204785,-3.6759439,-0.3121261,-0.9603025,1.2957827,1.5437965,-2.9977255,7.2854514,8.065165,7.1423187,6.266777,9.014971
1299,12,15,0.20902327,1.3350931,-5.163505,-8.491225,-6.9561615,-4.378121,-5.7387238,-3.639542,0.08625367,-0.8603581,1.7949984,1.8314412,-3.2385693,7.2103734,8.042118,6.9841805,6.380381,8.622449
1300,12,12,0.042647004,1.522547,-5.187528,-8.525138,-6.958165,-4.3637657,-5.8289375,-3.3256261,0.6781072,-0.7610879,2.1201792,1.892678,-3.3748245,6.9189887,7.848239,6.6249275,7.133794,7.708642
1301,12,12,0.17537326,1.4157765,-5.183791,-8.977677,-6.900359,-4.2319813,-5.907364,-3.363929,1.1717728,-0.5803368,2.7906172,1.8778175,-3.6580474,6.5640726,7.9915986,5.723361,7.449377,7.1990957
1302,12,12,0.2992674,1.2749665,-5.175326,-9.257252,-6.846451,-4.291194,-5.8669176,-3.4465036,1.3065568,-0.52988094,3.157856,2.2493227,-3.717123,6.7036476,8.261236,5.3309927,7.429549,6.5347
1303,12,12,0.37671018,1.1636083,-5.1821856,-8.98781,-6.733815,-4.448334,-5.829092,-3.3575373,1.1040461,-0.73711747,2.9215393,2.7780511,-3.5758314,6.9699316,8.521244,5.69606,7.5000396,5.6985717
1307,12,12,0.18107957,0.92873204,-5.1818943,-9.512273,-6.180681,-4.137177,-6.0046034,-3.3710942,2.035184,-0.52755684,4.313385,2.5067172,-4.021166,5.9987507,8.622424,3.5912619,8.231929,4.2277484
1308,12,14,0.007371217,0.8411718,-5.1962614,-9.0274935,-5.9847374,-3.90131,-6.0921474,-3.325541,2.1851056,-0.666508,4.043229,2.0516763,-4.2977242,5.439871,8.796631,3.7358212,8.811814,3.9453993
1309,12,14,0.08782655,0.82870793,-5.198428,-8.979025,-5.7162557,-3.6316466,-5.968915,-3.183053,2.4298751,-0.5878497,4.331166,1.7417176,-4.542926,4.851926,8.5293255,3.3532066,8.710138,3.814937
1310,12,14,0.037929147,0.82066983,-5.1961756,-8.865659,-5.9976153,-3.7011466,-6.0926642,-3.3511505,2.273931,-0.66280055,3.8829834,1.5853529,-4.550224,5.072054,8.857304,3.929698,8.935025,4.348822
1311,12,12,0.2707154,0.8850966,-5.189823,-8.731142,-6.5132303,-3.97385,-6.0316834,-3.5032253,1.4491477,-0.8598547,3.0275776,2.1410835,-4.116933,5.938483,9.151248,5.283143,8.563869,5.2580233
1312,12,12,0.17942047,0.9085572,-5.1991577,-8.620265,-6.446772,-4.001746,-6.0503945,-3.427473,1.4132078,-0.9185225,2.8815007,2.0872695,-4.0872383,5.950602,9.100612,5.4535913,8.71729,5.224058
1313,12,12,0.06773928,1.0226382,-5.2042503,-8.345612,-6.5207067,-3.958424,-6.0225472,-3.4220982,1.3483331,-0.9308922,2.4434009,1.5691063,-4.1187663,5.8384786,8.873394,6.0919886,8.725057,6.0614977
1314,12,12,0.38504303,1.2639649,-5.191473,-7.8180466,-6.671709,-3.9960208,-5.8593016,-3.6365871,0.49236816,-1.1278834,1.504518,1.3066232,-3.8626547,6.2610235,8.968765,7.356823,7.7787476,7.5219727
1315,12,12,0.15880519,1.3423691,-5.2547283,-6.9507446,-6.448145,-3.8804035,-5.633594,-3.5003276,-0.5497705,-1.1563832,0.53261334,0.97291255,-3.0759146,6.745753,8.671914,7.082692,7.080744,8.241039
1316,12,15,0.19330491,1.4282484,-5.253704,-6.5572376,-6.4725065,-4.13781,-5.6389756,-3.522778,-0.65748143,-1.2726643,0.031165913,0.84993124,-2.9185162,7.0595655,8.117542,7.979154,7.128251,8.73839
1317,12,15,0.2700976,1.3769217,-5.2333703,-6.930278,-6.5297017,-4.266888,-5.6719356,-3.5467052,-0.60067564,-1.2212071,0.29536396,1.0351944,-2.8779778,7.1511183,7.946158,8.024505,6.9321756,8.883804
1318,12,15,0.26666528,1.3690202,-5.2783303,-5.9714546,-6.331638,-3.8846533,-5.5686154,-3.5418568,-0.8133278,-1.3582367,-0.32979786,0.45341438,-2.88418,6.760878,8.062365,7.6473937,7.4361696,8.878222
1321,12,15,0.4017431,1.1782875,-5.3471117,-3.6737304,-5.934499,-3.7471688,-5.3068943,-3.1808312,-0.66541415,-1.7036114,-1.6375675,-0.756652,-2.8295712,6.5040183,6.831607,7.8725224,7.1053915,8.992009
1322,12,13,0.123153865,1.3556601,-5.4219995,-1.5990019,-5.234925,-3.3251748,-4.784911,-2.0955057,-0.13414276,-2.118349,-2.3618193,-1.5501373,-3.3191347,6.106841,6.0212774,7.7940674,6.346144,7.459901
1323,12,14,0.10822731,1.550326,-5.412551,-1.0985951,-5.3742533,-3.2426748,-4.775491,-2.3143876,-0.8610346,-2.14095,-2.9645643,-1.6213822,-2.683085,6.4275293,6.9549565,6.4690084,7.354723,6.7843494
1324,12,14,0.07431692,1.5673296,-5.4202247,0.235419,-5.030113,-2.995257,-4.5719647,-1.9796915,-0.68249476,-2.4017062,-3.5158827,-2.2476573,-2.92196,6.316532,6.657733,6.178955,6.9333916,6.1798844
1325,12,14,0.062283188,1.5599208,-5.4362106,1.0727715,-4.831996,-2.934123,-4.419657,-1.6047575,-0.6877018,-2.529487,-3.8889465,-2.4539242,-2.834211,6.37873,6.3600597,5.8210697,6.61638,5.6409483
1326,12,11,0.07422428,1.6113307,-5.4214983,2.203802,-4.490863,-2.7497852,-4.2423263,-1.3492796,-0.57589704,-2.7669272,-4.2160225,-3.0630867,-3.0755248,6.1983843,5.893446,5.4847255,5.757218,5.7677784
1327,12,11,0.11582467,1.5878482,-5.431915,2.5362716,-4.395665,-2.77465,-4.1125307,-1.1640961,-0.7001429,-2.784995,-4.333021,-3.1427445,-2.9058964,6.237024,5.5703087,5.343525,5.3565326,5.8074865
1328,12,11,0.15272923,1.5535626,-5.454208,2.8290038,-4.300897,-2.6822622,-3.9152977,-0.7727778,-0.8302739,-2.7570832,-4.576083,-3.0771832,-2.5582018,6.1261606,5.446596,4.7115865,5.5922384,5.026334
1329,12,11,0.11194414,1.5703042,-5.4332943,2.5986428,-4.3700275,-2.7697463,-4.051177,-1.1269475,-0.7540237,-2.785524,-4.3436184,-3.1503754,-2.877859,6.2525144,5.4732685,5.2962427,5.2031193,5.860525
1330,12,15,0.11902426,1.5770017,-5.4104033,0.32377023,-4.976165,-3.0055158,-4.5335536,-2.0103328,-0.71525216,-2.3880084,-3.476939,-2.449157,-2.943036,6.220779,6.2697678,6.2126865,6.4090834,6.8860598
1331,12,15,0.04981795,1.4528966,-5.3848467,-1.220737,-5.395971,-3.01131,-4.8168354,-2.5124297,-0.7224036,-2.1114209,-2.7628176,-1.9537975,-2.967162,5.8751698,6.9141603,6.271979,7.380871,7.535058
1332,12,15,0.12635419,1.3653026,-5.368741,-2.2922585,-5.66452,-3.0997283,-5.013307,-2.8552046,-0.7507851,-1.9160166,-2.2572892,-1.5406287,-2.9608636,5.8085265,7.2166076,6.445198,7.727366,8.090251
1333,12,14,0.046414465,1.3511717,-5.3481035,-3.235027,-5.791708,-3.0292122,-5.3045173,-3.1000657,-0.6423181,-1.8637904,-1.6919483,-1.2290635,-3.1979144,5.5637455,8.024916,6.568245,8.215358,8.067944
1334,12,15,0.1418162,1.3700092,-5.291622,-4.601316,-5.9719114,-3.1631436,-5.586525,-3.6459436,-0.2568239,-1.7681961,-0.86137336,-0.9421606,-3.7530975,5.380306,8.304842,7.657876,8.226084,8.761456
1335,12,15,0.13721909,1.3827642,-5.257544,-5.811503,-6.2196474,-3.2785106,-5.6998367,-3.6148756,0.23414242,-1.5046678,0.08791765,-0.45048895,-4.0515246,5.0892377,8.196817,7.950319,8.3054,8.762053
1336,12,12,0.18242174,1.2511433,-5.23218,-6.435274,-6.343381,-3.455453,-5.832658,-3.7283232,-0.21576518,-1.4059212,0.3391209,0.10191542,-3.646766,5.8646317,9.071356,7.2514267,7.7354956,8.592625
1337,12,12,0.42850822,1.1472123,-5.2139335,-6.851028,-6.376321,-3.4566085,-5.913971,-3.8865874,0.31067088,-1.402852,0.8104391,0.3695761,-4.2217283,5.456346,9.454183,7.7470093,8.193684,7.7849064
1338,12,14,0.38707426,0.7264459,-5.2540035,-6.7142015,-5.6908855,-3.0095863,-6.0758686,-3.234829,2.188206,-1.145035,2.0198364,0.0061713457,-5.186505,3.9800346,8.827723,5.4562483,9.664289,5.2182684
1339,12,14,0.14448541,0.89340365,-5.219795,-7.4191904,-6.2811193,-3.3345063,-6.0543633,-3.6239808,1.5489073,-1.1284554,1.9060587,0.60013044,-4.7053337,4.6795235,9.182333,6.3672905,9.4886465,6.1824064
1340,12,14,0.33174124,0.8932054,-5.246215,-7.1274457,-6.1538086,-3.5639365,-6.005843,-3.2749424,1.6094315,-1.1388471,1.7049984,0.62351835,-4.4844046,4.9838796,8.640955,6.5244646,9.382702,5.9305973
1341,12,14,0.3764645,1.0377448,-5.272286,-6.752501,-6.126692,-3.7456756,-5.9206243,-2.9527423,1.4856756,-1.1524246,1.3216369,0.5685792,-4.197402,5.324667,8.042159,6.9168816,8.973324,6.161948
1342,12,12,0.021800667,1.3087969,-5.254593,-6.4397273,-6.2585173,-3.755166,-5.83868,-3.442845,0.597802,-1.4688748,0.5633351,0.55707,-4.0241027,5.6440563,8.736185,8.221825,8.674273,6.9621572
1343,12,13,0.009561479,1.4131364,-5.263322,-5.93176,-6.23009,-3.9091532,-5.781376,-3.450543,-0.13022965,-1.5850034,-0.17199557,0.4348663,-3.508596,6.4290404,8.609748,8.638049,7.8826485,7.6331253
1344,12,13,0.073974565,1.5426574,-5.329788,-4.439174,-6.017377,-3.8734922,-5.507639,-3.1703913,-0.638119,-1.7142866,-1.3231791,-0.07619685,-2.9013224,6.874963,7.891964,8.1773205,7.723831,7.8153706
1345,12,13,0.104895204,1.5779928,-5.365568,-3.4627218,-5.855265,-3.8915756,-5.288705,-2.933625,-0.8291492,-1.8361623,-1.924519,-0.3624852,-2.634142,7.157935,7.4885697,7.942685,7.479597,7.506851
1346,12,13,0.03280863,1.5407743,-5.381432,-2.8214216,-5.724542,-3.8753078,-5.110104,-2.8802848,-0.8782234,-1.8960276,-2.2459059,-0.7484875,-2.5752866,7.2076464,7.004172,7.8807344,7.037206,7.767967
1347,12,13,0.017033428,1.5864702,-5.416958,-1.2013294,-5.388126,-3.6052475,-4.784498,-2.4283972,-0.9472136,-2.124073,-3.0013914,-1.4285722,-2.5328693,7.137542,6.627376,7.2069387,6.706678,7.027294
1348,12,11,0.020596579,1.5995818,-5.432501,-1.2622609,-5.442099,-3.5597186,-4.72139,-2.3083336,-1.052641,-2.0379615,-3.054482,-1.2066156,-2.3675296,7.0718703,6.7857,6.857501,6.983573,6.6072264
1349,12,14,0.019723445,1.5648915,-5.44903,-1.2350532,-5.370158,-3.5820146,-4.676736,-2.1055224,-1.1256413,-2.018168,-3.1122503,-1.0095357,-2.1765232,7.0452394,6.7488627,6.7245913,7.1204157,6.153468
1350,12,11,0.06055844,1.5197179,-5.4273524,-1.3351097,-5.3532205,-3.8620572,-4.842476,-2.2987242,-1.1150231,-2.1448932,-3.044365,-1.0719362,-2.175684,7.5774775,6.5822678,7.3770585,6.79224,6.539644
1351,12,13,0.11492869,1.4688894,-5.4116383,-1.2077165,-5.328267,-3.8018887,-4.9329596,-2.3437,-0.7975261,-2.248143,-3.0186892,-1.261258,-2.5611603,7.471917,6.693441,7.827313,6.690724,6.4739394
1352,12,13,0.04236257,1.4974697,-5.423137,-0.5955139,-5.159829,-3.6114142,-4.8263206,-2.1665285,-0.7635788,-2.369572,-3.2743835,-1.5219808,-2.6455278,7.3321447,6.7071047,7.4707975,6.780792,5.944204
1353,12,13,0.32806602,1.246162,-5.4215794,-1.0184805,-5.147422,-3.8211923,-4.8226643,-2.095558,-0.6223609,-2.286964,-2.9544368,-1.3230736,-2.6956341,7.3559685,6.128499,8.263774,6.0601306,6.5822515
1354,12,13,0.38968444,1.3206335,-5.3858085,-1.9020004,-5.375004,-3.7937226,-5.0732746,-2.5320537,-0.54247344,-2.2202,-2.5861692,-1.0512209,-2.9418597,7.173149,6.9093037,8.452833,6.837061,6.630612
1356,12,13,0.15153173,1.3402994,-5.404001,-1.169423,-4.6380005,-3.0820155,-4.8693085,-1.5808342,0.729898,-2.4231453,-2.088678,-1.4658937,-4.077694,5.5628967,6.3618445,7.42711,7.0068207,5.184041
1357,12,13,0.1444769,1.403311,-5.364947,-1.8755616,-5.2284565,-3.4194474,-5.221891,-2.637927,-0.30664206,-2.3469062,-2.4524617,-1.1669589,-3.371468,6.526718,7.5627584,8.086712,7.6260777,5.9762335
1358,12,14,0.009290963,1.339874,-5.3403487,-3.4064026,-5.500508,-3.4387586,-5.545633,-2.9843035,-0.21804506,-2.0919876,-1.6199465,-0.52869153,-3.4802923,6.1474247,8.284096,8.170877,8.313113,6.228516
1359,12,14,0.062355757,1.282426,-5.336063,-2.5152574,-5.1134796,-2.9684536,-5.3406343,-2.8770506,0.40452784,-2.2910275,-1.6440074,-1.2683618,-4.329825,5.085156,7.915169,8.066073,8.250628,6.0735774
1360,12,14,0.062244058,1.29919,-5.3389354,-1.8940585,-5.033116,-2.9000273,-5.3610396,-2.8402474,0.00356856,-2.4222472,-2.1738193,-1.5280275,-4.0063834,5.4343815,7.998353,7.6061583,8.173985,6.0284023
1361,12,14,0.17627823,1.2956462,-5.3808937,-1.3536409,-5.028281,-2.9908004,-5.2288647,-2.4933202,-0.32617998,-2.434951,-2.627077,-1.6555963,-3.4296615,5.8822174,7.6505013,6.966556,8.126451,5.8921432
1362,12,13,0.08742261,1.5424637,-5.3919153,-0.16211501,-4.721493,-3.0709934,-4.889,-2.0974317,-0.35100973,-2.6548693,-3.1262302,-2.1783314,-3.4377546,6.2482634,6.7144337,7.165177,6.8471675,6.115057
1363,12,13,0.020003885,1.4360822,-5.3953676,-0.35748667,-4.2965317,-2.6578536,-4.7325506,-1.4283748,0.57238406,-2.6404002,-2.4117246,-2.1310768,-4.2449055,5.082,6.1792946,6.833599,6.773784,5.501483
1364,12,12,0.009745151,1.460085,-5.365925,0.3411287,-4.460482,-2.6476803,-4.8920994,-2.0957794,-0.087118864,-2.79981,-3.1719575,-2.4531934,-3.976023,5.6543326,7.011522,6.7439747,6.9796658,5.5138006
1365,12,14,0.12796554,1.3825227,-5.40075,0.4762634,-4.5537095,-2.7286592,-4.868267,-1.9379268,-0.34332427,-2.7353015,-3.4290185,-2.4706755,-3.4528103,5.891923,6.9912605,6.1182585,7.3509903,5.3666973
1366,12,14,0.25226587,1.2359614,-5.4176416,-0.18009055,-4.704124,-2.8360868,-5.016906,-1.9622793,-0.3700834,-2.6040604,-3.2009864,-2.0621889,-3.2475817,5.867693,7.215304,6.244508,7.875984,5.2095833
1367,12,12,0.019815266,1.4459335,-5.380229,1.1573364,-4.177202,-2.647981,-4.842636,-1.7525418,-0.033959657,-2.9941676,-3.515121,-2.5338411,-3.9156106,5.8542504,6.819474,6.497661,6.7548633,4.6065164
1368,12,13,0.19261464,1.4078678,-5.4013624,0.28757355,-4.2534432,-2.830153,-4.7168665,-1.3387465,0.41790214,-2.7921343,-2.8331172,-2.1841135,-4.0293555,5.5218506,6.1108904,7.072377,6.4875045,5.137532
1369,12,14,0.15248498,1.4253384,-5.408599,-0.7817166,-4.9979334,-3.172189,-5.0638456,-2.213654,-0.44445235,-2.482779,-3.0031753,-1.748173,-3.122254,6.3266516,7.2250547,6.9329033,7.700297,5.7399006
1370,12,14,0.010683924,1.3930116,-5.37582,-1.0654333,-4.93911,-3.175119,-5.143983,-2.3784833,-0.18292832,-2.5535455,-2.7260356,-1.5249285,-3.567758,6.2546334,7.493384,7.596874,7.631574,5.35019
1371,12,14,0.2516189,1.1467454,-5.354366,-2.9780757,-5.1326036,-3.3328125,-5.4343305,-2.491295,0.7617522,-2.2311442,-1.259918,-0.6335473,-4.2090573,5.375395,7.8134117,8.018961,8.704998,4.9341354
1372,12,14,0.123019874,1.1861053,-5.3295755,-3.9324083,-5.508424,-3.5985997,-5.699401,-2.838693,0.5489006,-2.0881243,-0.95683897,0.07518655,-4.028899,5.734888,8.497764,8.557898,8.9117775,4.870352
1373,12,13,0.038122863,1.3125702,-5.2835054,-6.1694503,-6.126669,-4.255327,-5.8559895,-3.0456095,0.2921155,-1.6316266,0.18776509,1.1362983,-3.488276,6.586583,8.567105,8.682299,8.421585,6.0000296
1374,12,12,0.06950274,1.4445883,-5.2411137,-6.992554,-6.3750954,-4.304425,-5.841531,-3.1824503,0.1947603,-1.407748,0.70476925,1.2792573,-3.3874035,6.719308,8.435878,8.216402,7.941662,7.013175
1375,12,14,0.34097993,0.9613736,-5.2632856,-7.2423806,-6.1530466,-3.9385858,-5.940699,-3.0772238,1.3417063,-1.1827583,1.5977645,1.1345159,-4.068412,5.6693306,8.432962,6.8490753,9.223382,5.563163
1376,12,14,0.34602842,0.86997646,-5.271914,-7.6271896,-5.910512,-3.932312,-5.9907746,-2.8074875,1.9895161,-0.91085553,2.4901602,1.2196099,-4.291737,5.479848,8.13239,5.504136,8.900431,4.762124
1377,12,12,0.21118936,1.4629133,-5.2150774,-7.7597833,-6.6901655,-4.242857,-5.7789936,-3.3643203,0.5129318,-1.0592525,1.4021702,1.5677269,-3.5628014,6.690322,8.395851,7.5272512,7.684272,7.244547
1378,12,12,0.17171493,1.4316028,-5.188899,-7.9273143,-6.735053,-4.2903423,-5.7080555,-3.5905914,-0.076471925,-1.0510399,1.26613,1.6462569,-3.3279378,7.150727,8.558473,7.5738597,6.8077464,8.031787
1379,12,15,0.10000408,1.402875,-5.190022,-7.95192,-6.7392573,-4.331637,-5.696433,-3.5980513,-0.27844077,-1.0122168,1.203069,1.5972072,-3.0917978,7.2789946,8.258187,7.3847637,6.5667024,8.544199
1380,12,15,0.13800941,1.4672408,-5.2143965,-7.380126,-6.6488614,-4.452834,-5.719158,-3.4471612,-0.4383465,-1.1370406,0.6535572,1.4691758,-2.8546634,7.4577837,8.04194,7.8686852,6.6404643,8.5018425
1381,12,15,0.09923777,1.4379555,-5.2407045,-6.6624303,-6.5388794,-4.296072,-5.6870375,-3.4465127,-0.4156657,-1.2917707,0.11103004,0.94865465,-2.9689145,7.1078687,7.897631,8.347056,7.058961,8.649415
1382,12,15,0.2689029,1.4295521,-5.3119364,-5.540216,-6.266933,-3.9349685,-5.475221,-3.333784,-1.0056393,-1.3532593,-0.67769986,0.5401113,-2.593566,6.917317,7.7209153,7.6009994,7.346403,8.629147
1383,12,15,0.37876278,1.2855507,-5.3114843,-5.2448726,-6.2497306,-3.987133,-5.427268,-3.4407887,-1.0284318,-1.4070611,-0.9012108,0.35638928,-2.5484066,6.9816303,7.323292,7.836923,7.232544,8.9929085
1384,12,15,0.3784493,1.2971671,-5.318624,-5.0684333,-6.2182093,-3.9906216,-5.3720055,-3.413462,-1.0889431,-1.4249072,-1.0157363,0.33196437,-2.4701478,7.0268097,7.2323875,7.7496157,7.191126,8.920633
1385,12,15,0.3513394,1.2990901,-5.3415985,-4.3923054,-6.1145124,-3.9568686,-5.3122745,-3.3406649,-0.9646541,-1.5633696,-1.3862131,-0.13089582,-2.5397294,6.9968805,7.0922527,7.826399,7.1612396,8.876669
1386,12,15,0.08716211,1.516115,-5.376451,-2.9994013,-5.7795267,-3.7249799,-5.126604,-2.9606748,-0.817775,-1.8666592,-2.0864284,-0.84563076,-2.7554312,6.8734527,7.115507,7.7548566,7.228029,8.045537
1387,12,15,0.18796182,1.5134447,-5.3718557,-3.7439275,-5.922207,-3.7983027,-5.207667,-2.9947057,-1.1155214,-1.6795356,-1.7579539,-0.2608,-2.3981328,6.8916464,7.1930323,7.313597,7.445094,8.127733
1388,12,15,0.41263717,1.2828583,-5.3204675,-4.9455266,-6.1846905,-3.9154437,-5.4555235,-3.3249981,-1.012074,-1.4768293,-1.0400382,0.16490602,-2.5021346,6.829567,7.270984,7.5878935,7.3534484,8.923521
1389,12,15,0.30685994,1.3565015,-5.331105,-4.3908834,-6.052127,-3.761514,-5.4205074,-3.3429484,-0.72204906,-1.6609257,-1.3009065,-0.4131564,-2.8758078,6.571335,7.4589252,7.8394895,7.5719543,8.814672
1390,12,15,0.063836336,1.4967189,-5.3284025,-4.0832353,-5.941786,-3.5539103,-5.4228787,-3.2842975,-0.49859118,-1.8075938,-1.384612,-0.6288401,-3.249275,6.276874,7.8681192,7.958302,7.901303,8.201899
1391,12,12,0.13584512,1.4165232,-5.2985463,-4.772323,-6.031537,-3.3239796,-5.6118355,-3.4893818,-0.22771817,-1.7600163,-0.82270455,-0.48226905,-3.6981456,5.780633,8.63704,7.930244,8.183384,7.940467
1392,12,12,0.21271536,1.3116084,-5.237525,-6.227007,-6.324299,-3.3949707,-5.8042126,-3.8150434,-0.06836963,-1.4982917,0.1960367,-0.040377557,-3.914145,5.635665,9.087731,7.78106,7.9715214,8.469011
1393,12,12,0.30903393,1.2079107,-5.1765165,-7.63684,-6.6501446,-3.3774784,-5.939764,-3.991295,0.7585566,-1.13589,1.6057458,0.38950032,-4.4194126,5.114111,9.159134,6.995077,8.242587,8.247744
1396,12,14,0.017955095,0.7955786,-5.159582,-8.2284,-6.139216,-2.9589162,-6.314699,-3.7902532,2.388466,-0.78441626,3.3353405,0.13070792,-5.326255,3.753031,9.424766,4.244228,9.461399,5.865146
1397,12,14,0.102975994,0.7482297,-5.1885614,-7.6999865,-5.8173914,-2.7158573,-6.3009615,-3.5856376,2.6316962,-0.8983466,3.2483346,-0.10677886,-5.5934353,3.303056,9.46389,3.9768305,9.672629,5.0892706
1398,12,12,0.0655126,0.7955869,-5.1437807,-8.711159,-6.2347064,-3.1143296,-6.369013,-3.8091478,2.3848126,-0.71313757,3.7351289,0.44867086,-5.1672363,4.0174704,9.447764,3.8627172,9.313898,5.772015
1399,12,12,0.3888767,0.8660718,-5.1514034,-8.066955,-6.584695,-3.2371767,-6.168825,-3.9990728,1.3475218,-1.0631506,2.3853965,0.6403744,-4.7839823,4.6452594,9.724794,5.9894023,8.836138,7.090537
1400,12,14,0.16860104,0.8137219,-5.2009463,-7.399067,-6.1833706,-2.9501595,-6.192907,-3.7844133,1.8897698,-1.1040684,2.201564,0.12834239,-5.151603,3.908071,9.43188,5.7383623,9.782375,6.205531
1401,12,14,0.21115407,0.8838424,-5.2107716,-7.1581335,-6.172596,-3.053325,-6.1012506,-3.7041826,1.6320227,-1.1728401,1.8178983,0.08894211,-4.9505744,4.1195374,9.160519,6.287871,9.613522,6.5888467
1402,12,14,0.053014696,1.0691607,-5.245346,-5.868098,-6.0338535,-2.9306445,-5.866411,-3.7610695,1.0681858,-1.5316463,0.6163356,-0.26746863,-4.8887277,4.209209,9.201448,7.5201716,9.322275,6.9046254
1403,12,12,0.23757319,1.3044147,-5.2532606,-5.5209937,-6.1372566,-3.058031,-5.7587557,-3.9370286,0.25634462,-1.6303625,-0.07291712,-0.4989092,-4.403828,4.92053,9.147041,8.026624,8.42157,8.086828
1404,12,12,0.07162559,1.322313,-5.298049,-4.555479,-6.0327806,-3.0197096,-5.614455,-3.5832152,-0.3107801,-1.6919312,-0.8723437,-0.8946931,-3.6759574,5.381555,8.688364,7.061152,8.23062,8.475706
1405,12,12,0.009637713,1.3154804,-5.3354855,-3.4588082,-5.789978,-2.9269166,-5.4238253,-3.1781895,-0.46311617,-1.8439898,-1.4930499,-1.2239184,-3.4063387,5.3743,8.344873,6.594544,8.317102,7.904667
1406,13,15,0.07324341,1.3729649,-5.3541546,-2.7087927,-5.696494,-3.0953274,-5.1607885,-3.037925,-0.6724154,-1.9103075,-2.0148969,-1.4701209,-3.1195023,5.716198,7.565026,6.656101,7.955703,8.172052
1407,13,15,0.38765782,1.2197964,-5.4012094,-0.60352314,-5.1602182,-3.0332186,-4.655891,-2.3175306,-0.46526277,-2.1963286,-2.9327397,-2.2651536,-3.269372,5.843396,6.054518,6.9453917,6.106263,8.047583
1408,13,15,0.36221373,1.301175,-5.416587,0.14901876,-5.0183935,-3.0705416,-4.430026,-2.0605555,-0.705907,-2.2474396,-3.332906,-2.3831053,-2.9701233,6.1839495,5.740764,6.539796,5.665703,7.6476545
1409,13,15,0.057135522,1.5696023,-5.4388356,-0.2403772,-5.189537,-3.2422497,-4.369433,-2.0708318,-1.1000679,-2.09645,-3.394064,-1.8510389,-2.407115,6.6413717,6.062629,6.1897078,6.312244,6.854449
1410,13,11,0.09774844,1.5768673,-5.4575086,-0.41937754,-5.231287,-3.3860946,-4.3531294,-1.933581,-1.2326428,-2.0257287,-3.4305875,-1.473413,-2.1192923,6.852047,6.0964117,6.195173,6.4617486,6.4043374
1411,13,11,0.007327616,1.5877738,-5.453883,-1.0431285,-5.371707,-3.4873097,-4.4867506,-2.0261762,-1.2482511,-1.9328463,-3.1801276,-1.1195465,-2.037702,6.8322515,6.326442,6.330226,6.803455,6.464559
